Entity	Label	Description
http://dbpedia.org/ontology/InternationalOrganisation	international organisation	An international organisation is either a private or a public organisation seeking to accomplish goals across country borders
http://dbpedia.org/ontology/Letter	letter	A letter from the alphabet.
http://dbpedia.org/ontology/LightNovel	light novel	A style of Japanese novel
http://dbpedia.org/ontology/LineOfFashion	line of fashion	A coherent type of clothing or dressing following a particular fashion
http://dbpedia.org/ontology/List	list	A general list of items.
http://dbpedia.org/ontology/LiteraryGenre	literary genre	Genres of literature, e.g. Satire, Gothic
http://dbpedia.org/ontology/Manhua	manhua	Comics originally produced in China
http://dbpedia.org/ontology/Manhwa	manhwa	Korean term for comics and print cartoons
http://dbpedia.org/ontology/Media	media	storage and transmission channels or tools used to store and deliver information or data
http://dbpedia.org/ontology/Meeting	meeting	A regular or irregular meeting of people as an event to keep record of
http://dbpedia.org/ontology/Memorial	memorial	A monument erected to commemorate a person, an event and/or group. In the case of a person, this might be a grave or tomb.
http://dbpedia.org/ontology/Mine	mine	A mine is a place where mineral resources are or were extracted
http://dbpedia.org/ontology/Monastery	monastery	Monastery denotes the building, or complex of buildings, comprising the domestic quarters and workplace(s) of monastics, whether monks or nuns, and whether living in community or alone (hermits). The monastery generally includes a place reserved for prayer which may be a chapel, church or temple, and may also serve as an oratory.
http://dbpedia.org/ontology/Mosque	mosque	A mosque, sometimes spelt mosk, is a place of worship for followers of Islam.
http://dbpedia.org/ontology/judge	judge	leading judge
http://dbpedia.org/ontology/ادبی_صنف	literary genre	Genres of literature, e.g. Satire, Gothic
http://dbpedia.org/ontology/ان_لائن_ہاکی_انجمن	inline hockey league	group of sports teams that compete against each other in Inline Hockey.
http://dbpedia.org/ontology/برفانی_ہاکی_کی_انجمن	ice hockey league	a group of sports teams that compete against each other in Ice Hockey.
http://dbpedia.org/ontology/بین_الاقوامی_تنظیم	international organisation	An international organisation is either a private or a public organisation seeking to accomplish goals across country borders
http://dbpedia.org/ontology/تاریخی_دور	historical period	A historical Period should be linked to a Place by way of the property dct:spatial (already defined)
http://dbpedia.org/ontology/تاریخی_واقعہ	historical event	an event that is clearly different from strictly personal events and had historical impact
http://dbpedia.org/ontology/تصویر	image	A document that contains a visual image
http://dbpedia.org/ontology/جاپانی_افسانه	light novel	A style of Japanese novel
http://dbpedia.org/ontology/حرف	letter	A letter from the alphabet.
http://dbpedia.org/ontology/خانقاہ	monastery	Monastery denotes the building, or complex of buildings, comprising the domestic quarters and workplace(s) of monastics, whether monks or nuns, and whether living in community or alone (hermits). The monastery generally includes a place reserved for prayer which may be a chapel, church or temple, and may also serve as an oratory.
http://dbpedia.org/ontology/رسالہ	magazine	Magazines, periodicals, glossies or serials are publications, generally published on a regular schedule, containing a variety of articles. They are generally financed by advertising, by a purchase price, by pre-paid magazine subscriptions, or all three.
http://dbpedia.org/ontology/فوجی_ڈھانچہ	military structure	A military structure such as a Castle, Fortress, Wall, etc.
http://dbpedia.org/ontology/فہرست	list	A general list of items.
http://dbpedia.org/ontology/قانونی_فرم	law firm	A law firm is a business entity formed by one or more lawyers to engage in the practice of law. The primary service provided by a law firm is to advise clients (individuals or corporations) about their legal rights and responsibilities, and to represent their clients in civil or criminal cases, business transactions, and other matters in which legal advice and other assistance are sought.
http://dbpedia.org/ontology/قطار_رائج	line of fashion	A coherent type of clothing or dressing following a particular fashion
http://dbpedia.org/ontology/لیکروس_انجمن	lacrosse league	a group of sports teams that compete against each other in Lacrosse.
http://dbpedia.org/ontology/مانگا	manga	Manga are comics created in Japan
http://dbpedia.org/ontology/مانہوا	manhua	Comics originally produced in China
http://dbpedia.org/ontology/مخلوط_مارشل_آرٹس_کی_انجمن	mixed martial arts league	a group of sports teams that compete against each other in Mixed Martial Arts
http://dbpedia.org/ontology/مسجد	mosque	A mosque, sometimes spelt mosk, is a place of worship for followers of Islam.
http://dbpedia.org/ontology/معدنیات	mineral	A naturally occurring solid chemical substance.
http://dbpedia.org/ontology/معلوماتی_آلات	information appliance	An information device such as PDAs or Video game consoles, etc.
http://dbpedia.org/ontology/ملاقات	meeting	A regular or irregular meeting of people as an event to keep record of
http://dbpedia.org/ontology/منحوا	manhwa	Korean term for comics and print cartoons
http://dbpedia.org/ontology/مواصلات	media	storage and transmission channels or tools used to store and deliver information or data
http://dbpedia.org/ontology/مونوکلونل_دافِع_جِسم	monoclonal antibody	Drugs that are a monoclonal antibody‎
http://dbpedia.org/ontology/موٹر_سائیکل_ریسنگ_لیگ	motorcycle racing league	a group of sports teams or bikerider that compete against each other in Motorcycle Racing
http://dbpedia.org/ontology/نظریہ	ideology	for example: Progressivism_in_the_United_States, Classical_liberalism
http://dbpedia.org/ontology/کان	mine	A mine is a place where mineral resources are or were extracted
http://dbpedia.org/ontology/یادگار	memorial	A monument erected to commemorate a person, an event and/or group. In the case of a person, this might be a grave or tomb.
http://dbpedia.org/ontology/language	language	Use dc:language for literal, language for object
http://dbpedia.org/ontology/literaryGenre	literary genre	A literary genre is a category of literary composition. Genres may be determined by literary technique, tone, content, or even (as in the case of fiction) length.
http://dbpedia.org/ontology/Publisher	publisher	Publishing company
http://dbpedia.org/ontology/NaturalPlace	natural place	The natural place encompasses all places occurring naturally in universe.
http://dbpedia.org/ontology/PeriodicalLiterature	periodical literature	Periodical literature (also called a periodical publication or simply a periodical) is a published work that appears in a new edition on a regular schedule. The most familiar examples are the newspaper, often published daily, or weekly; or the magazine, typically published weekly, monthly or as a quarterly. Other examples would be a newsletter, a literary journal or learned journal, or a yearbook.
http://dbpedia.org/ontology/Project	project	A project is a temporary endeavor undertaken to achieve defined objectives.
http://dbpedia.org/ontology/Municipality	municipality	An administrative body governing a territorial unity on the lower level, administering one or a few more settlements
http://dbpedia.org/ontology/MountainPass	mountain pass	a path that allows the crossing of a mountain chain. It is usually a saddle point in between two areas of higher elevation
http://dbpedia.org/ontology/PoloLeague	polo league	A group of sports teams that compete against each other in Polo.
http://dbpedia.org/ontology/PopulatedPlace	populated place	As defined by the United States Geological Survey, a populated place is a place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, or village) referenced with geographic coordinates (http://en.wikipedia.org/wiki/Populated_place).
http://dbpedia.org/ontology/PublicTransitSystem	public transit system	A public transit system is a shared passenger transportation service which is available for use by the general public. Public transport modes include buses, trolleybuses, trams and trains, 'rapid transit' (metro/subways/undergrounds etc) and ferries. Intercity public transport is dominated by airlines, coaches, and intercity rail. (http://en.wikipedia.org/wiki/Public_transit).
http://dbpedia.org/ontology/Racecourse	racecourse	A racecourse is an alternate term for a horse racing track, found in countries such as the United Kingdom, Australia, Hong Kong, and the United Arab Emirates.
http://dbpedia.org/ontology/Presenter	presenter	TV or radio show presenter
http://dbpedia.org/ontology/Newspaper	newspaper	A newspaper is a regularly scheduled publication containing news of current events, informative articles, diverse features and advertising. It usually is printed on relatively inexpensive, low-grade paper such as newsprint.
http://dbpedia.org/ontology/Park	park	A park is an area of open space provided for recreational use. http://en.wikipedia.org/wiki/Park
http://dbpedia.org/ontology/Play	play	A play is a form of literature written by a playwright, usually consisting of scripted dialogue between characters, intended for theatrical performance rather than just reading.
http://dbpedia.org/ontology/PoliticalParty	political party	for example: Democratic_Party_(United_States)
http://dbpedia.org/ontology/ProtectedArea	protected area	This class should be used for protected nature. For enclosed neighbourhoods there is now class GatedCommunity
http://dbpedia.org/ontology/Novel	novel	A book of long narrative in literary prose
http://dbpedia.org/ontology/MountainRange	mountain range	a chain of mountains bordered by highlands or separated from other mountains by passes or valleys.
http://dbpedia.org/ontology/MovingImage	moving image	A visual document that is intended to be animated; equivalent to http://purl.org/dc/dcmitype/MovingImage
http://dbpedia.org/ontology/MusicComposer	music composer	a person who creates music.
http://dbpedia.org/ontology/MusicDirector	music director	A person who is the director of an orchestra or concert band.
http://dbpedia.org/ontology/Organ	organ	All types and sizes of organs
http://dbpedia.org/ontology/PaintballLeague	paintball league	a group of sports teams that compete against each other in Paintball
http://dbpedia.org/ontology/Parish	parish	The smallest unit of a clerical administrative body
http://dbpedia.org/ontology/PersonalEvent	personal event	an event that occurs in someone's personal life
http://dbpedia.org/ontology/Province	province	An administrative body governing a territorial unity on the intermediate level, between local and national level
http://dbpedia.org/ontology/organ	organ	Name and/or description of the organ
http://dbpedia.org/ontology/population	population	all the inhabitants of a particular place; ex: 14200
http://dbpedia.org/ontology/آبادی_والی_جگہ	populated place	As defined by the United States Geological Survey, a populated place is a place or area with clustered or scattered buildings and a permanent human population (city, settlement, town, or village) referenced with geographic coordinates (http://en.wikipedia.org/wiki/Populated_place).
http://dbpedia.org/ontology/اخبار	newspaper	A newspaper is a regularly scheduled publication containing news of current events, informative articles, diverse features and advertising. It usually is printed on relatively inexpensive, low-grade paper such as newsprint.
http://dbpedia.org/ontology/افسانه	novel	A book of long narrative in literary prose
http://dbpedia.org/ontology/بلدیہ	municipality	An administrative body governing a territorial unity on the lower level, administering one or a few more settlements
http://dbpedia.org/ontology/تفریح_گاہ	park	A park is an area of open space provided for recreational use. http://en.wikipedia.org/wiki/Park
http://dbpedia.org/ontology/تماشہ	play	A play is a form of literature written by a playwright, usually consisting of scripted dialogue between characters, intended for theatrical performance rather than just reading.
http://dbpedia.org/ontology/درہ	mountain pass	a path that allows the crossing of a mountain chain. It is usually a saddle point in between two areas of higher elevation
http://dbpedia.org/ontology/ذاتی_تقریب	personal event	an event that occurs in someone's personal life
http://dbpedia.org/ontology/صوبہ	province	An administrative body governing a territorial unity on the intermediate level, between local and national level
http://dbpedia.org/ontology/عوامی_راہداری_کا_نظام	public transit system	A public transit system is a shared passenger transportation service which is available for use by the general public. Public transport modes include buses, trolleybuses, trams and trains, 'rapid transit' (metro/subways/undergrounds etc) and ferries. Intercity public transport is dominated by airlines, coaches, and intercity rail. (http://en.wikipedia.org/wiki/Public_transit).
http://dbpedia.org/ontology/قدرتی_جگہ	natural place	The natural place encompasses all places occurring naturally in universe.
http://dbpedia.org/ontology/متحرک_فلم	moving image	A visual document that is intended to be animated; equivalent to http://purl.org/dc/dcmitype/MovingImage
http://dbpedia.org/ontology/متواتر_ادب	periodical literature	Periodical literature (also called a periodical publication or simply a periodical) is a published work that appears in a new edition on a regular schedule. The most familiar examples are the newspaper, often published daily, or weekly; or the magazine, typically published weekly, monthly or as a quarterly. Other examples would be a newsletter, a literary journal or learned journal, or a yearbook.
http://dbpedia.org/ontology/محفوظ_علاقہ	protected area	This class should be used for protected nature. For enclosed neighbourhoods there is now class GatedCommunity
http://dbpedia.org/ontology/منصوبہ	project	A project is a temporary endeavor undertaken to achieve defined objectives.
http://dbpedia.org/ontology/موسیقی_بنانے_والا	music composer	a person who creates music.
http://dbpedia.org/ontology/موسیقی_کا_رہنما	music director	A person who is the director of an orchestra or concert band.
http://dbpedia.org/ontology/ناشر	publisher	Publishing company
http://dbpedia.org/ontology/پادری_کا_علاقہ	parish	The smallest unit of a clerical administrative body
http://dbpedia.org/ontology/پولو_انجمن	polo league	A group of sports teams that compete against each other in Polo.
http://dbpedia.org/ontology/پہاڑی_سلسلہ	mountain range	a chain of mountains bordered by highlands or separated from other mountains by passes or valleys.
http://dbpedia.org/ontology/پیش_کنندہ	presenter	TV or radio show presenter
http://dbpedia.org/ontology/پینٹبال_انجمن	paintball league	a group of sports teams that compete against each other in Paintball
http://dbpedia.org/ontology/politician	politician	The politician exercising this function.
http://dbpedia.org/ontology/publisher	publisher	Publisher of a work. For literal (string) use dc:publisher; for object (URL) use publisher
http://dbpedia.org/ontology/RouteOfTransportation	route of transportation	A route of transportation (thoroughfare) may refer to a public road, highway, path or trail or a route on water from one place to another for use by a variety of general traffic (http://en.wikipedia.org/wiki/Thoroughfare).
http://dbpedia.org/ontology/SocietalEvent	societal event	an event that is clearly different from strictly personal events
http://dbpedia.org/ontology/SportsTeamSeason	sports team season	A season for a particular sports team (as opposed to the season for the entire league that the team is in)
http://dbpedia.org/ontology/SnookerPlayer	snooker player	An athlete that plays snooker, which is a billard derivate
http://dbpedia.org/ontology/SoapCharacter	soap character	Character of soap - radio or television serial frequently characterized by melodrama, ensemble casts, and sentimentality.
http://dbpedia.org/ontology/Species	species	A category in the rating system
http://dbpedia.org/ontology/Sport	sport	A sport is commonly defined as an organized, competitive, and skillful physical activity.
http://dbpedia.org/ontology/River	river	a large natural stream
http://dbpedia.org/ontology/SnookerChamp	snooker world champion	An athlete that plays snooker and won the world championship at least once
http://dbpedia.org/ontology/SpeedwayLeague	speedway league	A group of sports teams that compete against each other in motorcycle speedway racing.
http://dbpedia.org/ontology/SportsManager	sports manager	According to the french label sub Soccer, trainership could be meant. However, here a Sportsmanager is interpreted as a member of the board of a sporting club.
http://dbpedia.org/ontology/SoftballLeague	softball league	A group of sports teams that compete against each other in softball.
http://dbpedia.org/ontology/RadioStation	radio station	A radio station has one line up. For instance the radio station BBC Radio 1. Not to be confused with the broadcasting network BBC, which has many radio stations.
http://dbpedia.org/ontology/RailwayLine	railway line	A railway line is a transport service by trains that pull passengers or freight provided by an organization. Not to be mistaken for railway track, which is the structure consisting of the rails. Wikipedia do not clearly differentiate between both, so there is one infobox describing tracks and lines.
http://dbpedia.org/ontology/ResearchProject	research project	A research project is a scientific investigation, usually using scientific methods, to achieve defined objectives.
http://dbpedia.org/ontology/RoadJunction	road junction	A road junction is a location where vehicular traffic going in different directions can proceed in a controlled manner designed to minimize accidents. In some cases, vehicles can change between different routes or directions of travel (http://en.wikipedia.org/wiki/Junction_%28road%29).
http://dbpedia.org/ontology/RugbyLeague	rugby league	A group of sports teams that compete against each other in rugby.
http://dbpedia.org/ontology/Single	single	In music, a single or record single is a type of release, typically a recording of fewer tracks than an LP or a CD.
http://dbpedia.org/ontology/SoccerLeague	soccer league	A group of sports teams that compete against each other in soccer.
http://dbpedia.org/ontology/Sound	sound	An audio document intended to be listened to; equivalent to http://purl.org/dc/dcmitype/Sound
http://dbpedia.org/ontology/SportsEvent	sports event	a event of competitive physical activity
http://dbpedia.org/ontology/SportsLeague	sports league	A group of sports teams or individual athletes that compete against each other in a specific sport.
http://dbpedia.org/ontology/SnookerWorldRanking	snooker world ranking	The official world ranking in snooker for a certain year/season
http://dbpedia.org/ontology/school	school	school a person goes or went to
http://dbpedia.org/ontology/sales	sales	This property holds an intermediate node of the type Sales.
http://dbpedia.org/ontology/Referee	referee	An official who watches a game or match closely to ensure that the rules are adhered to.
http://dbpedia.org/ontology/ReligiousOrganisation	religious organisation	Formal organisation or organised group of believers
http://dbpedia.org/ontology/RestArea	rest area	A rest area is part of a Road, meant to stop and rest. More often than not, there is a filling station
http://dbpedia.org/ontology/RouteStop	route stop	designated place where vehicles stop for passengers to board or alight
http://dbpedia.org/ontology/SongWriter	songwriter	a person who writes songs.
http://dbpedia.org/ontology/Standard	standard	a common specification
http://dbpedia.org/ontology/اسپورٹس_لیگ	sports league	A group of sports teams or individual athletes that compete against each other in a specific sport.
http://dbpedia.org/ontology/تیز_راہ_کی_انجمن	speedway league	A group of sports teams that compete against each other in motorcycle speedway racing.
http://dbpedia.org/ontology/سافٹ_بال_انجمن	softball league	A group of sports teams that compete against each other in softball.
http://dbpedia.org/ontology/قسم	species	A category in the rating system
http://dbpedia.org/ontology/مذہبی_تنظیم	religious organisation	Formal organisation or organised group of believers
http://dbpedia.org/ontology/مذہبی_عمارت	religious building	An establishment or her location where a group of people (a congregation) comes to perform acts of religious study, honor, or devotion.
http://dbpedia.org/ontology/معاشرتی_واقعہ	societal event	an event that is clearly different from strictly personal events
http://dbpedia.org/ontology/معیاری	standard	a common specification
http://dbpedia.org/ontology/نغمہ_نگار	songwriter	a person who writes songs.
http://dbpedia.org/ontology/کھیلوں_کا_منتظم	sports manager	According to the french label sub Soccer, trainership could be meant. However, here a Sportsmanager is interpreted as a member of the board of a sporting club.
http://dbpedia.org/ontology/کھیلوں_کی_انجمن	sports league	A group of sports teams or individual athletes that compete against each other in a specific sport.
http://dbpedia.org/ontology/کھیلوں_کی_تقریب	sports event	a event of competitive physical activity
http://dbpedia.org/ontology/کھیلوں_کی_جماعت_کا_موسم	sports team season	A season for a particular sports team (as opposed to the season for the entire league that the team is in)
http://dbpedia.org/ontology/region	region	The regin where the thing is located or is connected to.
http://dbpedia.org/ontology/Type	type	a category within a classification system
http://dbpedia.org/ontology/UnitOfWork	unit of work	This class is meant to convey the notion of an amount work to be done. It is different from Activity in that it has a definite end and is being measured.
http://dbpedia.org/ontology/Work	work	Item on which time has been spent for its realisation. Actor can be a human on not (machine, insects, nature...)
http://dbpedia.org/ontology/Stream	stream	a flowing body of water with a current, confined within a bed and stream banks
http://dbpedia.org/ontology/Tower	tower	A Tower is a kind of structure (not necessarily a building) that is higher than the rest
http://dbpedia.org/ontology/Swimmer	swimmer	a trained athlete who participates in swimming meets
http://dbpedia.org/ontology/TableTennisPlayer	table tennis player	Athlete who plays table tennis
http://dbpedia.org/ontology/Tunnel	tunnel	A tunnel may be for foot or vehicular road traffic, for rail traffic, or for a canal. Some tunnels are aqueducts to supply water for consumption or for hydroelectric stations or are sewers (http://en.wikipedia.org/wiki/Tunnel).
http://dbpedia.org/ontology/Volcano	volcano	A volcano is currently subclass of naturalplace, but it might also be considered a mountain.
http://dbpedia.org/ontology/VolleyballLeague	volleyball league	A group of sports teams that compete against each other in volleyball.
http://dbpedia.org/ontology/Vaccine	vaccine	Drugs that are a vaccine‎
http://dbpedia.org/ontology/VideogamesLeague	videogames league	A group of sports teams or person that compete against each other in videogames.
http://dbpedia.org/ontology/TennisLeague	tennis league	A group of sports teams or person that compete against each other in tennis.
http://dbpedia.org/ontology/Station	station	Public transport station (eg. railway station, metro station, bus station).
http://dbpedia.org/ontology/TelevisionEpisode	television episode	A television episode is a part of serial television program.
http://dbpedia.org/ontology/TelevisionStation	television station	A television station has usually one line up. For instance the television station WABC-TV (or ABC 7, Channel 7). Not to be confused with the broadcasting network ABC, which has many television stations.
http://dbpedia.org/ontology/Theatre	theatre	A theater or theatre (also a playhouse) is a structure where theatrical works or plays are performed or other performances such as musical concerts may be produced.
http://dbpedia.org/ontology/Town	town	a settlement ranging from a few hundred to several thousand (occasionally hundreds of thousands). The precise meaning varies between countries and is not always a matter of legal definition. Usually, a town is thought of as larger than a village but smaller than a city, though there are exceptions to this rule.
http://dbpedia.org/ontology/TradeUnion	trade union	A trade union or labor union is an organization of workers who have banded together to achieve common goals such as better working conditions.
http://dbpedia.org/ontology/VideoGame	video game	A video game is an electronic game that involves interaction with a user interface to generate visual feedback on a video device.
http://dbpedia.org/ontology/Village	village	a clustered human settlement or community, usually smaller a town
http://dbpedia.org/ontology/WrittenWork	written work	Written work is any text written to read it (e.g.: books, newspaper, articles)
http://dbpedia.org/ontology/university	university	university a person goes or went to.
http://dbpedia.org/ontology/Valley	valley	a depression with predominant extent in one direction
http://dbpedia.org/ontology/StillImage	still image	A visual document that is not intended to be animated; equivalent to http://purl.org/dc/dcmitype/StillImage
http://dbpedia.org/ontology/Street	street	A Street is different from a Road in as far as the infrastructure aspect is much less important here. A Street is a social and architectural ensemble much more than the connection between two geographic points.
http://dbpedia.org/ontology/Synagogue	synagogue	A synagogue, sometimes spelt synagog, is a Jewish or Samaritan house of prayer.
http://dbpedia.org/ontology/Taxon	taxonomic group	a category within a classification system for Species
http://dbpedia.org/ontology/TeamSport	team sport	A team sport is commonly defined as a sport that is being played by competing teams
http://dbpedia.org/ontology/Territory	territory	A territory may refer to a country subdivision, a non-sovereign geographic region.
http://dbpedia.org/ontology/TrackList	track list	A list of music tracks, like on a CD
http://dbpedia.org/ontology/UndergroundJournal	underground journal	An underground journal is, although over time there have always been publications forbidden by law, a phenomenon typical of countries occupied by the Germans during the Second World War. The writing in the underground press aims at stiffening a spirit of resistance against Nazi occupation. The distribution of underground journals had to be very secretive and was, therefore, very much dependant on illegal distribution circuits and the hazards of persecution by the occupant.
http://dbpedia.org/ontology/آتش_فشاں	volcano	A volcano is currently subclass of naturalplace, but it might also be considered a mountain.
http://dbpedia.org/ontology/اڈا	station	Public transport station (eg. railway station, metro station, bus station).
http://dbpedia.org/ontology/بصری_کھیل	video game	A video game is an electronic game that involves interaction with a user interface to generate visual feedback on a video device.
http://dbpedia.org/ontology/بصری_کھیلوں_کی_انجمن	videogames league	A group of sports teams or person that compete against each other in videogames.
http://dbpedia.org/ontology/تحریری_کام	written work	Written work is any text written to read it (e.g.: books, newspaper, articles)
http://dbpedia.org/ontology/تماشا_گاہ	theatre	A theater or theatre (also a playhouse) is a structure where theatrical works or plays are performed or other performances such as musical concerts may be produced.
http://dbpedia.org/ontology/تیراک	swimmer	a trained athlete who participates in swimming meets
http://dbpedia.org/ontology/جماعتی_کھیل	team sport	A team sport is commonly defined as a sport that is being played by competing teams
http://dbpedia.org/ontology/زیر_زمین_جریدہ	underground journal	An underground journal is, although over time there have always been publications forbidden by law, a phenomenon typical of countries occupied by the Germans during the Second World War. The writing in the underground press aims at stiffening a spirit of resistance against Nazi occupation. The distribution of underground journals had to be very secretive and was, therefore, very much dependant on illegal distribution circuits and the hazards of persecution by the occupant.
http://dbpedia.org/ontology/سرنگ	tunnel	A tunnel may be for foot or vehicular road traffic, for rail traffic, or for a canal. Some tunnels are aqueducts to supply water for consumption or for hydroelectric stations or are sewers (http://en.wikipedia.org/wiki/Tunnel).
http://dbpedia.org/ontology/قصبہ	town	a settlement ranging from a few hundred to several thousand (occasionally hundreds of thousands). The precise meaning varies between countries and is not always a matter of legal definition. Usually, a town is thought of as larger than a village but smaller than a city, though there are exceptions to this rule.
http://dbpedia.org/ontology/ماتحت_علاقہ	territory	A territory may refer to a country subdivision, a non-sovereign geographic region.
http://dbpedia.org/ontology/مزدوروں_کا_اتحاد	trade union	A trade union or labor union is an organization of workers who have banded together to achieve common goals such as better working conditions.
http://dbpedia.org/ontology/موسیقی_کے_ریکارڈوں_کی_فہرست	track list	A list of music tracks, like on a CD
http://dbpedia.org/ontology/مینار	tower	A Tower is a kind of structure (not necessarily a building) that is higher than the rest
http://dbpedia.org/ontology/ندی	stream	a flowing body of water with a current, confined within a bed and stream banks
http://dbpedia.org/ontology/نسل_یا_خاندان	taxonomic group	a category within a classification system for Species
http://dbpedia.org/ontology/وادی	valley	a depression with predominant extent in one direction
http://dbpedia.org/ontology/والی_بال_کی_انجمن	volleyball league	A group of sports teams that compete against each other in volleyball.
http://dbpedia.org/ontology/ویکسین	vaccine	Drugs that are a vaccine‎
http://dbpedia.org/ontology/ٹی_وی_کی_قسط	television episode	A television episode is a part of serial television program.
http://dbpedia.org/ontology/ٹیبل_ٹینس_کا_کھلاڑی	table tennis player	Athlete who plays table tennis
http://dbpedia.org/ontology/ٹیلی_ویژن_مرکز	television station	A television station has usually one line up. For instance the television station WABC-TV (or ABC 7, Channel 7). Not to be confused with the broadcasting network ABC, which has many television stations.
http://dbpedia.org/ontology/ٹینس_کی_انجمن	tennis league	A group of sports teams or person that compete against each other in tennis.
http://dbpedia.org/ontology/کام	work	Item on which time has been spent for its realisation. Actor can be a human on not (machine, insects, nature...)
http://dbpedia.org/ontology/کام_کی_اکائی	unit of work	This class is meant to convey the notion of an amount work to be done. It is different from Activity in that it has a definite end and is being measured.
http://dbpedia.org/ontology/گاؤں	village	a clustered human settlement or community, usually smaller a town
http://dbpedia.org/ontology/یہودیوں_کی_عبادت_گاہ	synagogue	A synagogue, sometimes spelt synagog, is a Jewish or Samaritan house of prayer.
